siruta
siruta;sirsup;localitate;superior;tip;med;denloc;densup;tipsup;regiune;codp;jud;mnemonic
76843;76807;"Dobrineşti";"Nicoreşti";23;3;DOBRINESTI;NICORESTI;3;2;807218;17;GL
76852;76807;Fântâni;"Nicoreşti";23;3;FANTANI;NICORESTI;3;2;807219;17;GL
76861;76807;"Grozăveşti";"Nicoreşti";23;3;GROZAVESTI;NICORESTI;3;2;807221;17;GL
76870;76807;"Ionăşeşti";"Nicoreşti";23;3;IONASESTI;NICORESTI;3;2;807222;17;GL
76889;76807;"Mălureni";"Nicoreşti";23;3;MALURENI;NICORESTI;3;2;807223;17;GL
76898;76807;"Piscu Corbului";"Nicoreşti";23;3;"PISCU CORBULUI";NICORESTI;3;2;807224;17;GL
76905;77587;Poiana;Poiana;22;3;POIANA;POIANA;3;2;807226;17;GL
76914;76807;Sârbi;"Nicoreşti";23;3;SARBI;NICORESTI;3;2;807227;17;GL
76923;77587;"Vişina";Poiana;23;3;VISINA;POIANA;3;2;807228;17;GL
76941;76932;Oancea;Oancea;22;3;OANCEA;OANCEA;3;2;807235;17;GL
76950;76932;"Slobozia Oancea";Oancea;23;3;"SLOBOZIA OANCEA";OANCEA;3;2;807236;17;GL
76978;76969;Pechea;Pechea;22;3;PECHEA;PECHEA;3;2;807240;17;GL
76987;76969;Lupele;Pechea;23;3;LUPELE;PECHEA;3;2;807241;17;GL
77000;76996;Piscu;Piscu;22;3;PISCU;PISCU;3;2;807245;17;GL
77019;76996;"Vameş";Piscu;23;3;VAMES;PISCU;3;2;807246;17;GL
77037;77028;"Priponeşti";"Priponeşti";22;3;PRIPONESTI;PRIPONESTI;3;2;807250;17;GL
77046;77028;"Ciorăşti";"Priponeşti";23;3;CIORASTI;PRIPONESTI;3;2;807251;17;GL
77055;77028;"Huştiu";"Priponeşti";23;3;HUSTIU;PRIPONESTI;3;2;807252;17;GL
77064;77028;"Lieşti";"Priponeşti";23;3;LIESTI;PRIPONESTI;3;2;807253;17;GL
77073;77028;"Priponeştii de Jos";"Priponeşti";23;3;"PRIPONESTII DE JOS";PRIPONESTI;3;2;807254;17;GL
77091;77082;Rediu;Rediu;22;3;REDIU;REDIU;3;2;807255;17;GL
77108;77082;Plevna;Rediu;23;3;PLEVNA;REDIU;3;2;807256;17;GL
77117;77601;Suhurlui;Suhurlui;22;3;SUHURLUI;SUHURLUI;3;2;807257;17;GL
77135;77126;"Scânteieşti";"Scânteieşti";22;3;SCANTEIESTI;SCANTEIESTI;3;2;807260;17;GL
77144;77126;Fântânele;"Scânteieşti";23;3;FANTANELE;SCANTEIESTI;3;2;807261;17;GL
77162;77153;Schela;Schela;22;3;SCHELA;SCHELA;3;2;807265;17;GL
77171;77153;Negrea;Schela;23;3;NEGREA;SCHELA;3;2;807266;17;GL
75123;75114;"Şendreni";"Şendreni";22;3;SENDRENI;SENDRENI;3;2;807290;17;GL
75132;75114;Movileni;"Şendreni";23;3;MOVILENI;SENDRENI;3;2;807295;17;GL
75141;75114;"Şerbeştii Vechi";"Şendreni";23;3;"SERBESTII VECHI";SENDRENI;3;2;807292;17;GL
77199;77180;"Slobozia Conachi";"Slobozia Conachi";22;3;"SLOBOZIA CONACHI";"SLOBOZIA CONACHI";3;2;807270;17;GL
77206;77595;"Cuza Vodă";"Cuza Vodă";22;3;"CUZA VODA";"CUZA VODA";3;2;807271;17;GL
77215;77180;Izvoarele;"Slobozia Conachi";23;3;IZVOARELE;"SLOBOZIA CONACHI";3;2;807272;17;GL
77233;77224;Smârdan;Smârdan;22;3;SMARDAN;SMARDAN;3;2;807275;17;GL
77242;77224;"Cişmele";Smârdan;23;3;CISMELE;SMARDAN;3;2;807276;17;GL
77251;77224;"Mihail Kogălniceanu";Smârdan;23;3;"MIHAIL KOGALNICEANU";SMARDAN;3;2;807277;17;GL
77279;77260;"Smulţi";"Smulţi";22;3;SMULTI;SMULTI;3;2;807280;17;GL
77297;77288;Suceveni;Suceveni;22;3;SUCEVENI;SUCEVENI;3;2;807285;17;GL
77304;77288;Rogojeni;Suceveni;23;3;ROGOJENI;SUCEVENI;3;2;807286;17;GL
77386;77377;"Ţepu";"Ţepu";22;3;TEPU;TEPU;3;2;807305;17;GL
77395;77377;"Ţepu de Sus";"Ţepu";23;3;"TEPU DE SUS";TEPU;3;2;807306;17;GL
77322;77313;"Tudor Vladimirescu";"Tudor Vladimirescu";22;3;"TUDOR VLADIMIRESCU";"TUDOR VLADIMIRESCU";3;2;807295;17;GL
77340;77331;"Tuluceşti";"Tuluceşti";22;3;TULUCESTI;TULUCESTI;3;2;807300;17;GL
77359;77331;"Şiviţa";"Tuluceşti";23;3;SIVITA;TULUCESTI;3;2;807301;17;GL
77368;77331;"Tătarca";"Tuluceşti";23;3;TATARCA;TULUCESTI;3;2;807302;17;GL
77411;77402;"Umbrăreşti";"Umbrăreşti";22;3;UMBRARESTI;UMBRARESTI;3;2;807310;17;GL
77420;77402;Condrea;"Umbrăreşti";23;3;CONDREA;UMBRARESTI;3;2;807311;17;GL
77439;77402;Salcia;"Umbrăreşti";23;3;SALCIA;UMBRARESTI;3;2;807312;17;GL
77448;77402;"Siliştea";"Umbrăreşti";23;3;SILISTEA;UMBRARESTI;3;2;807313;17;GL
77457;77402;"Torceşti";"Umbrăreşti";23;3;TORCESTI;UMBRARESTI;3;2;807314;17;GL
77466;77402;"Umbrăreşti-Deal";"Umbrăreşti";23;3;UMBRARESTI-DEAL;UMBRARESTI;3;2;807316;17;GL
77484;77475;"Valea Mărului";"Valea Mărului";22;3;"VALEA MARULUI";"VALEA MARULUI";3;2;807320;17;GL
77493;77475;"Mândreşti";"Valea Mărului";23;3;MANDRESTI;"VALEA MARULUI";3;2;807321;17;GL
75169;75150;"Vânători";"Vânători";22;3;VANATORI;VANATORI;3;2;807325;17;GL
75178;75150;Costi;"Vânători";23;3;COSTI;VANATORI;3;2;807326;17;GL
75187;75150;"Odaia Manolache";"Vânători";23;3;"ODAIA MANOLACHE";VANATORI;3;2;807327;17;GL
77518;77509;"Vărlezi";Vârlezi;22;3;VARLEZI;VARLEZI;3;2;807330;17;GL
77527;77509;"Crăieşti";Vârlezi;23;3;CRAIESTI;VARLEZI;3;2;807331;17;GL
77545;77536;"Vlădeşti";"Vlădeşti";22;3;VLADESTI;VLADESTI;3;2;807335;17;GL
77554;77536;"Brăneşti";"Vlădeşti";23;3;BRANESTI;VLADESTI;3;2;807336;17;GL
101207;101190;Bolintin-Vale;"Oraş Bolintin-Vale";17;1;BOLINTIN-VALE;"ORAS BOLINTIN-VALE";2;3;085100;52;GR
101216;101190;Crivina;"Oraş Bolintin-Vale";19;1;CRIVINA;"ORAS BOLINTIN-VALE";2;3;085101;52;GR
101225;101190;"Malu Spart";"Oraş Bolintin-Vale";19;1;"MALU SPART";"ORAS BOLINTIN-VALE";2;3;085102;52;GR
101234;101190;Suseni;"Oraş Bolintin-Vale";19;1;SUSENI;"ORAS BOLINTIN-VALE";2;3;085103;52;GR
104145;104136;"Mihăileşti";"Oraş Mihăileşti";17;1;MIHAILESTI;"ORAS MIHAILESTI";2;3;085200;52;GR
104154;104136;"Drăgănescu";"Oraş Mihăileşti";19;1;DRAGANESCU;"ORAS MIHAILESTI";2;3;085201;52;GR
104163;104136;Novaci;"Oraş Mihăileşti";19;1;NOVACI;"ORAS MIHAILESTI";2;3;085202;52;GR
104172;104136;"Popeşti";"Oraş Mihăileşti";19;1;POPESTI;"ORAS MIHAILESTI";2;3;085203;52;GR
100790;100781;"Adunaţii-Copăceni";"Adunaţii-Copăceni";22;3;ADUNATII-COPACENI;ADUNATII-COPACENI;3;3;087005;52;GR
100807;100781;"Dărăşti-Vlaşca";"Adunaţii-Copăceni";23;3;DARASTI-VLASCA;ADUNATII-COPACENI;3;3;087006;52;GR
100816;100781;"Mogoşeşti";"Adunaţii-Copăceni";23;3;MOGOSESTI;ADUNATII-COPACENI;3;3;087007;52;GR
100825;100781;Varlaam;"Adunaţii-Copăceni";23;3;VARLAAM;ADUNATII-COPACENI;3;3;087008;52;GR
101010;101001;"Băneasa";"Băneasa";22;3;BANEASA;BANEASA;3;3;087010;52;GR
101029;101001;Frasinu;"Băneasa";23;3;FRASINU;BANEASA;3;3;087011;52;GR
101038;101001;Pietrele;"Băneasa";23;3;PIETRELE;BANEASA;3;3;087012;52;GR
101047;101001;"Sfântu Gheorghe";"Băneasa";23;3;"SFANTU GHEORGHE";BANEASA;3;3;087013;52;GR
101172;101163;Bolintin-Deal;Bolintin-Deal;22;3;BOLINTIN-DEAL;BOLINTIN-DEAL;3;3;087015;52;GR
101181;101163;"Mihai Vodă";Bolintin-Deal;23;3;"MIHAI VODA";BOLINTIN-DEAL;3;3;087016;52;GR
101387;101378;"Bucşani";"Bucşani";22;3;BUCSANI;BUCSANI;3;3;087020;52;GR
101396;101378;"Angheleşti";"Bucşani";23;3;ANGHELESTI;BUCSANI;3;3;087021;52;GR
101403;101378;Goleasca;"Bucşani";23;3;GOLEASCA;BUCSANI;3;3;087022;52;GR
101412;101378;Obedeni;"Bucşani";23;3;OBEDENI;BUCSANI;3;3;087023;52;GR
101421;101378;"Podişor";"Bucşani";23;3;PODISOR;BUCSANI;3;3;087024;52;GR
101449;101378;"Uieşti";"Bucşani";23;3;UIESTI;BUCSANI;3;3;087026;52;GR
101430;101378;"Vadu Lat";"Bucşani";23;3;"VADU LAT";BUCSANI;3;3;087027;52;GR
101528;101519;Bulbucata;Bulbucata;22;3;BULBUCATA;BULBUCATA;3;3;087030;52;GR
101537;101519;Coteni;Bulbucata;23;3;COTENI;BULBUCATA;3;3;087031;52;GR
101546;101519;"Făcău";Bulbucata;23;3;FACAU;BULBUCATA;3;3;087032;52;GR
101555;101519;"Teişori";Bulbucata;23;3;TEISORI;BULBUCATA;3;3;087033;52;GR
101626;101617;Buturugeni;Buturugeni;22;3;BUTURUGENI;BUTURUGENI;3;3;087035;52;GR
101635;101617;"Pădureni";Buturugeni;23;3;PADURENI;BUTURUGENI;3;3;087036;52;GR
101644;101617;"Podu Ilfovăţului";Buturugeni;23;3;"PODU ILFOVATULUI";BUTURUGENI;3;3;087037;52;GR
101653;101617;"Poşta";Buturugeni;23;3;POSTA;BUTURUGENI;3;3;087038;52;GR
101671;101662;"Călugăreni";"Călugăreni";22;3;CALUGARENI;CALUGARENI;3;3;087040;52;GR
101680;101662;"Brăniştari";"Călugăreni";23;3;BRANISTARI;CALUGARENI;3;3;087041;52;GR
101699;101662;"Crucea de Piatră";"Călugăreni";23;3;"CRUCEA DE PIATRA";CALUGARENI;3;3;087042;52;GR
101706;101662;"Hulubeşti";"Călugăreni";23;3;HULUBESTI;CALUGARENI;3;3;087043;52;GR
101715;101662;Uzunu;"Călugăreni";23;3;UZUNU;CALUGARENI;3;3;087044;52;GR
101993;101984;Clejani;Clejani;22;3;CLEJANI;CLEJANI;3;3;087045;52;GR
102008;101984;Neajlov;Clejani;23;3;NEAJLOV;CLEJANI;3;3;087046;52;GR
102017;101984;"Podu Doamnei";Clejani;23;3;"PODU DOAMNEI";CLEJANI;3;3;087047;52;GR
102026;101984;Sterea;Clejani;23;3;STEREA;CLEJANI;3;3;087048;52;GR
102080;102071;"Colibaşi";"Colibaşi";22;3;COLIBASI;COLIBASI;3;3;087050;52;GR
102099;102071;Câmpurelu;"Colibaşi";23;3;CAMPURELU;COLIBASI;3;3;087051;52;GR
102115;102106;Comana;Comana;22;3;COMANA;COMANA;3;3;087055;52;GR
102124;102106;Budeni;Comana;23;3;BUDENI;COMANA;3;3;087056;52;GR
102133;102106;"Falaştoaca";Comana;23;3;FALASTOACA;COMANA;3;3;087057;52;GR
102142;102106;"Grădiştea";Comana;23;3;GRADISTEA;COMANA;3;3;087058;52;GR
102151;102106;"Vlad Ţepeş";Comana;23;3;"VLAD TEPES";COMANA;3;3;087059;52;GR
102357;102348;"Crevedia Mare";"Crevedia Mare";22;3;"CREVEDIA MARE";"CREVEDIA MARE";3;3;087060;52;GR
102366;102348;"Crevedia Mică";"Crevedia Mare";23;3;"CREVEDIA MICA";"CREVEDIA MARE";3;3;087061;52;GR
102375;102348;Dealu;"Crevedia Mare";23;3;DEALU;"CREVEDIA MARE";3;3;087062;52;GR
102384;102348;"Găiseanca";"Crevedia Mare";23;3;GAISEANCA;"CREVEDIA MARE";3;3;087063;52;GR
102393;102348;Priboiu;"Crevedia Mare";23;3;PRIBOIU;"CREVEDIA MARE";3;3;087064;52;GR
102400;102348;"Sfântu Gheorghe";"Crevedia Mare";23;3;"SFANTU GHEORGHE";"CREVEDIA MARE";3;3;087066;52;GR
102455;102446;Daia;Daia;22;3;DAIA;DAIA;3;3;087070;52;GR
102464;102446;"Plopşoru";Daia;23;3;PLOPSORU;DAIA;3;3;087071;52;GR
102801;102794;"Stoeneşti";"Floreşti-Stoeneşti";22;3;STOENESTI;FLORESTI-STOENESTI;3;3;087078;52;GR
102810;102794;"Floreşti";"Floreşti-Stoeneşti";23;3;FLORESTI;FLORESTI-STOENESTI;3;3;087076;52;GR
102829;102794;Palanca;"Floreşti-Stoeneşti";23;3;PALANCA;FLORESTI-STOENESTI;3;3;087077;52;GR
102918;102909;"Frăteşti";"Frăteşti";22;3;FRATESTI;FRATESTI;3;3;087080;52;GR
102927;102909;Cetatea;"Frăteşti";23;3;CETATEA;FRATESTI;3;3;087081;52;GR
102936;102909;"Remuş";"Frăteşti";23;3;REMUS;FRATESTI;3;3;087082;52;GR
103096;103087;"Găiseni";"Găiseni";22;3;GAISENI;GAISENI;3;3;087085;52;GR
103103;103087;"Cărpenişu";"Găiseni";23;3;CARPENISU;GAISENI;3;3;087086;52;GR
103112;103087;"Căscioarele";"Găiseni";23;3;CASCIOARELE;GAISENI;3;3;087087;52;GR
103121;103087;"Podu Popa Nae";"Găiseni";23;3;"PODU POPA NAE";GAISENI;3;3;087088;52;GR
103201;103194;"Găujani";"Găujani";22;3;GAUJANI;GAUJANI;3;3;087090;52;GR
103210;103194;"Cetăţuia";"Găujani";23;3;CETATUIA;GAUJANI;3;3;087091;52;GR
103229;103194;"Pietrişu";"Găujani";23;3;PIETRISU;GAUJANI;3;3;087092;52;GR
103247;103238;"Ghimpaţi";"Ghimpaţi";22;3;GHIMPATI;GHIMPATI;3;3;087095;52;GR
103256;103238;Copaciu;"Ghimpaţi";23;3;COPACIU;GHIMPATI;3;3;087096;52;GR
103265;103238;Naipu;"Ghimpaţi";23;3;NAIPU;GHIMPATI;3;3;087097;52;GR
103274;103238;"Valea Plopilor";"Ghimpaţi";23;3;"VALEA PLOPILOR";GHIMPATI;3;3;087098;52;GR
103318;103309;"Gogoşari";"Gogoşari";22;3;GOGOSARI;GOGOSARI;3;3;087100;52;GR
103327;103309;"Drăghiceanu";"Gogoşari";23;3;DRAGHICEANU;GOGOSARI;3;3;087101;52;GR
103336;103309;Izvoru;"Gogoşari";23;3;IZVORU;GOGOSARI;3;3;087102;52;GR
103345;103309;"Răleşti";"Gogoşari";23;3;RALESTI;GOGOSARI;3;3;087103;52;GR
103381;103372;Gostinari;Gostinari;22;3;GOSTINARI;GOSTINARI;3;3;087105;52;GR
103390;103372;"Mironeşti";Gostinari;23;3;MIRONESTI;GOSTINARI;3;3;087106;52;GR
103363;103354;Gostinu;Gostinu;22;3;GOSTINU;GOSTINU;3;3;087110;52;GR
103416;103407;"Grădinari";"Grădinari";22;3;GRADINARI;GRADINARI;3;3;087115;52;GR
103425;103407;Tântava;"Grădinari";23;3;TANTAVA;GRADINARI;3;3;087116;52;GR
103434;103407;Zorile;"Grădinari";23;3;ZORILE;GRADINARI;3;3;087117;52;GR
103489;103470;Greaca;Greaca;22;3;GREACA;GREACA;3;3;087120;52;GR
103498;103470;"Puţu Greci";Greaca;23;3;"PUTU GRECI";GREACA;3;3;087121;52;GR
103504;103470;Zboiu;Greaca;23;3;ZBOIU;GREACA;3;3;087122;52;GR
103648;103639;Hotarele;Hotarele;22;3;HOTARELE;HOTARELE;3;3;087125;52;GR
103657;179757;"Herăşti";"Herăşti";22;3;HERASTI;HERASTI;3;3;087126;52;GR
103666;179766;Isvoarele;Isvoarele;22;3;ISVOARELE;ISVOARELE;3;3;087127;52;GR
103675;179757;"Miloşeşti";"Herăşti";23;3;MILOSESTI;HERASTI;3;3;087128;52;GR
103684;179766;"Teiuşu";Isvoarele;23;3;TEIUSU;ISVOARELE;3;3;087129;52;GR
103700;103693;"Iepureşti";"Iepureşti";22;3;IEPURESTI;IEPURESTI;3;3;087130;52;GR
103719;103693;"Băneşti";"Iepureşti";23;3;BANESTI;IEPURESTI;3;3;087131;52;GR
103728;103693;"Chirculeşti";"Iepureşti";23;3;CHIRCULESTI;IEPURESTI;3;3;087132;52;GR
103737;103693;Gorneni;"Iepureşti";23;3;GORNENI;IEPURESTI;3;3;087133;52;GR
103746;103693;Stâlpu;"Iepureşti";23;3;STALPU;IEPURESTI;3;3;087134;52;GR
103755;103693;"Valter Mărăcineanu";"Iepureşti";23;3;"VALTER MARACINEANU";IEPURESTI;3;3;087136;52;GR
103906;103899;Izvoarele;Izvoarele;22;3;IZVOARELE;IZVOARELE;3;3;087140;52;GR
103915;103899;Chiriacu;Izvoarele;23;3;CHIRIACU;IZVOARELE;3;3;087141;52;GR
103924;103899;"Dimitrie Cantemir";Izvoarele;23;3;"DIMITRIE CANTEMIR";IZVOARELE;3;3;087142;52;GR
103933;103899;"Petru Rareş";Izvoarele;23;3;"PETRU RARES";IZVOARELE;3;3;087143;52;GR
103942;103899;"Radu Vodă";Izvoarele;23;3;"RADU VODA";IZVOARELE;3;3;087144;52;GR
103951;103899;"Valea Bujorului";Izvoarele;23;3;"VALEA BUJORULUI";IZVOARELE;3;3;087146;52;GR
104001;103997;"Joiţa";"Joiţa";22;3;JOITA;JOITA;3;3;087150;52;GR
104010;103997;Bâcu;"Joiţa";23;3;BACU;JOITA;3;3;087151;52;GR
104029;179748;Cosoba;Cosoba;22;3;COSOBA;COSOBA;3;3;087152;52;GR
104038;179775;"Săbăreni";"Săbăreni";22;3;SABARENI;SABARENI;3;3;087153;52;GR
104056;104047;"Letca Nouă";"Letca Nouă";22;3;"LETCA NOUA";"LETCA NOUA";3;3;087155;52;GR
104065;104047;"Letca Veche";"Letca Nouă";23;3;"LETCA VECHE";"LETCA NOUA";3;3;087156;52;GR
104074;104047;"Milcovăţu";"Letca Nouă";23;3;MILCOVATU;"LETCA NOUA";3;3;087157;52;GR
104234;104225;"Mârşa";"Mârşa";22;3;MARSA;MARSA;3;3;087160;52;GR
104127;104118;"Mihai Bravu";"Mihai Bravu";22;3;"MIHAI BRAVU";"MIHAI BRAVU";3;3;087165;52;GR
104494;104485;Ogrezeni;Ogrezeni;22;3;OGREZENI;OGREZENI;3;3;087170;52;GR
104500;104485;Hobaia;Ogrezeni;23;3;HOBAIA;OGREZENI;3;3;087171;52;GR
104528;104519;Oinacu;Oinacu;22;3;OINACU;OINACU;3;3;087175;52;GR
104537;104519;"Braniştea";Oinacu;23;3;BRANISTEA;OINACU;3;3;087176;52;GR
104699;104680;Prundu;Prundu;22;3;PRUNDU;PRUNDU;3;3;087180;52;GR
104706;104680;Puieni;Prundu;23;3;PUIENI;PRUNDU;3;3;087181;52;GR
104724;104715;Putineiu;Putineiu;22;3;PUTINEIU;PUTINEIU;3;3;087185;52;GR
104733;104715;Hodivoaia;Putineiu;23;3;HODIVOAIA;PUTINEIU;3;3;087186;52;GR
104742;104715;Vieru;Putineiu;23;3;VIERU;PUTINEIU;3;3;087187;52;GR
104797;104788;"Răsuceni";"Răsuceni";22;3;RASUCENI;RASUCENI;3;3;087190;52;GR
104804;104788;Carapancea;"Răsuceni";23;3;CARAPANCEA;RASUCENI;3;3;087191;52;GR
104813;104788;Cucuruzu;"Răsuceni";23;3;CUCURUZU;RASUCENI;3;3;087192;52;GR
104822;104788;"Satu Nou";"Răsuceni";23;3;"SATU NOU";RASUCENI;3;3;087193;52;GR
104840;104831;"Roata de Jos";"Roata de Jos";22;3;"ROATA DE JOS";"ROATA DE JOS";3;3;087195;52;GR
104859;104831;Cartojani;"Roata de Jos";23;3;CARTOJANI;"ROATA DE JOS";3;3;087196;52;GR
104868;104831;"Roata Mică";"Roata de Jos";23;3;"ROATA MICA";"ROATA DE JOS";3;3;087197;52;GR
104877;104831;Sadina;"Roata de Jos";23;3;SADINA;"ROATA DE JOS";3;3;087198;52;GR
104984;104975;Schitu;Schitu;22;3;SCHITU;SCHITU;3;3;087200;52;GR
104993;104975;Bila;Schitu;23;3;BILA;SCHITU;3;3;087201;52;GR
105008;104975;"Cămineasca";Schitu;23;3;CAMINEASCA;SCHITU;3;3;087202;52;GR
105017;104975;"Vlaşin";Schitu;23;3;VLASIN;SCHITU;3;3;087203;52;GR
105115;105106;Singureni;Singureni;22;3;SINGURENI;SINGURENI;3;3;087205;52;GR
105124;105106;Crânguri;Singureni;23;3;CRANGURI;SINGURENI;3;3;087206;52;GR
105133;105106;Stejaru;Singureni;23;3;STEJARU;SINGURENI;3;3;087207;52;GR
100558;100549;Slobozia;Slobozia;22;3;SLOBOZIA;SLOBOZIA;3;3;087210;52;GR
105302;105295;"Stăneşti";"Stăneşti";22;3;STANESTI;STANESTI;3;3;087215;52;GR
105311;105295;"Bălanu";"Stăneşti";23;3;BALANU;STANESTI;3;3;087216;52;GR
105320;105295;Ghizdaru;"Stăneşti";23;3;GHIZDARU;STANESTI;3;3;087217;52;GR
105339;105295;"Onceşti";"Stăneşti";23;3;ONCESTI;STANESTI;3;3;087218;52;GR
105357;105348;"Stoeneşti";"Stoeneşti";22;3;STOENESTI;STOENESTI;3;3;087220;52;GR
105366;105348;"Ianculeşti";"Stoeneşti";23;3;IANCULESTI;STOENESTI;3;3;087221;52;GR
105375;105348;"Mirău";"Stoeneşti";23;3;MIRAU;STOENESTI;3;3;087222;52;GR
154718;154709;Toporu;Toporu;22;3;TOPORU;TOPORU;3;3;087225;52;GR
154727;154709;"Tomuleşti";Toporu;23;3;TOMULESTI;TOPORU;3;3;087226;52;GR
105632;105623;Ulmi;Ulmi;22;3;ULMI;ULMI;3;3;087230;52;GR
105641;105623;"Căscioarele";Ulmi;23;3;CASCIOARELE;ULMI;3;3;087231;52;GR
105650;105623;"Drăgăneasca";Ulmi;23;3;DRAGANEASCA;ULMI;3;3;087232;52;GR
105669;105623;Ghionea;Ulmi;23;3;GHIONEA;ULMI;3;3;087233;52;GR
105678;105623;Icoana;Ulmi;23;3;ICOANA;ULMI;3;3;087234;52;GR
105687;105623;"Moşteni";Ulmi;23;3;MOSTENI;ULMI;3;3;087236;52;GR
105696;105623;Poenari;Ulmi;23;3;POENARI;ULMI;3;3;087237;52;GR
105703;105623;Trestieni;Ulmi;23;3;TRESTIENI;ULMI;3;3;087238;52;GR
105785;105776;"Valea Dragului";"Valea Dragului";22;3;"VALEA DRAGULUI";"VALEA DRAGULUI";3;3;087240;52;GR
105981;105972;"Vânătorii Mici";"Vânătorii Mici";22;3;"VANATORII MICI";"VANATORII MICI";3;3;087250;52;GR
105990;105972;Corbeanca;"Vânătorii Mici";23;3;CORBEANCA;"VANATORII MICI";3;3;087251;52;GR
106005;105972;Cupele;"Vânătorii Mici";23;3;CUPELE;"VANATORII MICI";3;3;087252;52;GR
106014;105972;Izvoru;"Vânătorii Mici";23;3;IZVORU;"VANATORII MICI";3;3;087253;52;GR
106023;105972;"Poiana lui Stângă";"Vânătorii Mici";23;3;"POIANA LUI STANGA";"VANATORII MICI";3;3;087254;52;GR
106032;105972;Vâlcele;"Vânătorii Mici";23;3;VALCELE;"VANATORII MICI";3;3;087256;52;GR
106041;105972;"Vânătorii Mari";"Vânătorii Mici";23;3;"VANATORII MARI";"VANATORII MICI";3;3;087257;52;GR
106050;105972;"Zădăriciu";"Vânătorii Mici";23;3;ZADARICIU;"VANATORII MICI";3;3;087258;52;GR
105883;105874;"Vărăşti";"Vărăşti";22;3;VARASTI;VARASTI;3;3;087245;52;GR
105892;105874;Dobreni;"Vărăşti";23;3;DOBRENI;VARASTI;3;3;087245;52;GR
105918;105909;Vedea;Vedea;22;3;VEDEA;VEDEA;3;3;087260;52;GR
105927;179739;Malu;Malu;22;3;MALU;MALU;3;3;087261;52;GR
77830;77812;"Bârseşti";"Municipiul Târgu Jiu";10;1;BARSESTI;"MUNICIPIUL TARGU JIU";1;4;210001;18;GJ
77849;77812;"Drăgoeni";"Municipiul Târgu Jiu";10;1;DRAGOENI;"MUNICIPIUL TARGU JIU";1;4;210002;18;GJ
77858;77812;Iezureni;"Municipiul Târgu Jiu";10;1;IEZURENI;"MUNICIPIUL TARGU JIU";1;4;210003;18;GJ
77867;77812;Polata;"Municipiul Târgu Jiu";10;1;POLATA;"MUNICIPIUL TARGU JIU";1;4;210004;18;GJ
77876;77812;"Preajba Mare";"Municipiul Târgu Jiu";10;1;"PREAJBA MARE";"MUNICIPIUL TARGU JIU";1;4;210005;18;GJ
77885;77812;"Romaneşti";"Municipiul Târgu Jiu";10;1;ROMANESTI;"MUNICIPIUL TARGU JIU";1;4;210006;18;GJ
77894;77812;Slobozia;"Municipiul Târgu Jiu";10;1;SLOBOZIA;"MUNICIPIUL TARGU JIU";1;4;210007;18;GJ
77901;77812;"Ursaţi";"Municipiul Târgu Jiu";10;1;URSATI;"MUNICIPIUL TARGU JIU";1;4;210008;18;GJ
79317;79308;"Bumbeşti-Jiu";"Oraş Bumbeşti-Jiu";17;1;BUMBESTI-JIU;"ORAS BUMBESTI-JIU";2;4;215100;18;GJ
79326;79308;"Curtişoara";"Oraş Bumbeşti-Jiu";19;1;CURTISOARA;"ORAS BUMBESTI-JIU";2;4;215101;18;GJ
79335;79308;"Lăzăreşti";"Oraş Bumbeşti-Jiu";19;1;LAZARESTI;"ORAS BUMBESTI-JIU";2;4;215102;18;GJ
79344;79308;"Pleşa";"Oraş Bumbeşti-Jiu";19;1;PLESA;"ORAS BUMBESTI-JIU";2;4;215103;18;GJ
79353;79308;Tetila;"Oraş Bumbeşti-Jiu";19;1;TETILA;"ORAS BUMBESTI-JIU";2;4;215104;18;GJ
78150;78141;Motru;"Municipiul Motru";9;1;MOTRU;"MUNICIPIUL MOTRU";4;4;215200;18;GJ
78169;78141;"Dealu Pomilor";"Municipiul Motru";10;1;"DEALU POMILOR";"MUNICIPIUL MOTRU";4;4;215201;18;GJ
78178;78141;"Horăşti";"Municipiul Motru";10;1;HORASTI;"MUNICIPIUL MOTRU";4;4;215202;18;GJ
78187;78141;"Însurăţei";"Municipiul Motru";10;1;INSURATEI;"MUNICIPIUL MOTRU";4;4;215203;18;GJ
78196;78141;Leurda;"Municipiul Motru";10;1;LEURDA;"MUNICIPIUL MOTRU";4;4;215204;18;GJ
78212;78141;"Lupoiţa";"Municipiul Motru";11;1;LUPOITA;"MUNICIPIUL MOTRU";4;4;215205;18;GJ
78203;78141;"Ploştina";"Municipiul Motru";10;1;PLOSTINA;"MUNICIPIUL MOTRU";4;4;215206;18;GJ
78230;78141;Râpa;"Municipiul Motru";11;1;RAPA;"MUNICIPIUL MOTRU";4;4;215207;18;GJ
78221;78141;"Roşiuţa";"Municipiul Motru";11;1;ROSIUTA;"MUNICIPIUL MOTRU";4;4;215208;18;GJ
78267;78258;Novaci;"Oraş Novaci";17;1;NOVACI;"ORAS NOVACI";2;4;215300;18;GJ
78276;78258;"Berceşti";"Oraş Novaci";19;1;BERCESTI;"ORAS NOVACI";2;4;215301;18;GJ
78285;78258;"Hirişeşti";"Oraş Novaci";19;1;HIRISESTI;"ORAS NOVACI";2;4;215302;18;GJ
78294;78258;"Pociovaliştea";"Oraş Novaci";19;1;POCIOVALISTEA;"ORAS NOVACI";2;4;215303;18;GJ
78301;78258;"Siteşti";"Oraş Novaci";19;1;SITESTI;"ORAS NOVACI";2;4;215304;18;GJ
