siruta
siruta;sirsup;localitate;superior;tip;med;denloc;densup;tipsup;regiune;codp;jud;mnemonic
149058;149049;Horodniceni;Horodniceni;22;3;HORODNICENI;HORODNICENI;3;1;727310;33;SV
149067;149049;"Boteşti";Horodniceni;23;3;BOTESTI;HORODNICENI;3;1;727311;33;SV
149076;149049;"Brădăţel";Horodniceni;23;3;BRADATEL;HORODNICENI;3;1;727312;33;SV
149085;149049;"Mihăieşti";Horodniceni;23;3;MIHAIESTI;HORODNICENI;3;1;727313;33;SV
149094;149049;"Rotopăneşti";Horodniceni;23;3;ROTOPANESTI;HORODNICENI;3;1;727314;33;SV
149147;149138;Iacobeni;Iacobeni;22;3;IACOBENI;IACOBENI;3;1;727315;33;SV
149156;151451;"Botoş";"Ciocăneşti";23;3;BOTOS;CIOCANESTI;3;1;727121;33;SV
149165;151451;"Ciocăneşti";"Ciocăneşti";22;3;CIOCANESTI;CIOCANESTI;3;1;727120;33;SV
149174;149138;"Mestecăniş";Iacobeni;23;3;MESTECANIS;IACOBENI;3;1;727316;33;SV
146290;146281;"Ipoteşti";"Ipoteşti";22;3;IPOTESTI;IPOTESTI;3;1;727325;33;SV
146307;146281;Lisaura;"Ipoteşti";23;3;LISAURA;IPOTESTI;3;1;727326;33;SV
146316;146281;"Tişăuţi";"Ipoteşti";23;3;TISAUTI;IPOTESTI;3;1;727327;33;SV
149192;149183;"Izvoarele Sucevei";"Izvoarele Sucevei";22;3;"IZVOARELE SUCEVEI";"IZVOARELE SUCEVEI";3;1;727330;33;SV
149209;149183;Bobeica;"Izvoarele Sucevei";23;3;BOBEICA;"IZVOARELE SUCEVEI";3;1;727331;33;SV
149218;149183;Brodina;"Izvoarele Sucevei";23;3;BRODINA;"IZVOARELE SUCEVEI";3;1;727332;33;SV
149236;149227;Liteni;"Oraş Liteni";17;1;LITENI;"ORAS LITENI";2;1;727335;33;SV
149245;149227;Corni;"Oraş Liteni";19;1;CORNI;"ORAS LITENI";2;1;727336;33;SV
149254;149227;"Roşcani";"Oraş Liteni";19;1;ROSCANI;"ORAS LITENI";2;1;727337;33;SV
149263;149227;Rotunda;"Oraş Liteni";19;1;ROTUNDA;"ORAS LITENI";2;1;727338;33;SV
149272;149227;"Siliştea";"Oraş Liteni";19;1;SILISTEA;"ORAS LITENI";2;1;727339;33;SV
149281;149227;Vercicani;"Oraş Liteni";19;1;VERCICANI;"ORAS LITENI";2;1;727341;33;SV
149325;149316;"Mălini";"Mălini";22;3;MALINI;MALINI;3;1;727350;33;SV
149334;149316;Iesle;"Mălini";23;3;IESLE;MALINI;3;1;727351;33;SV
149343;149316;Pâraie;"Mălini";23;3;PARAIE;MALINI;3;1;727352;33;SV
149352;149316;"Poiana Mărului";"Mălini";23;3;"POIANA MARULUI";MALINI;3;1;727353;33;SV
149361;149316;"Văleni-Stânişoara";"Mălini";23;3;VALENI-STANISOARA;MALINI;3;1;727354;33;SV
149389;149370;"Mănăstirea Humorului";"Mănăstirea Humorului";22;3;"MANASTIREA HUMORULUI";"MANASTIREA HUMORULUI";3;1;727355;33;SV
149398;149370;"Pleşa";"Mănăstirea Humorului";23;3;PLESA;"MANASTIREA HUMORULUI";3;1;727356;33;SV
149405;149370;"Poiana Micului";"Mănăstirea Humorului";23;3;"POIANA MICULUI";"MANASTIREA HUMORULUI";3;1;727357;33;SV
149307;149290;Marginea;Marginea;22;3;MARGINEA;MARGINEA;3;1;727345;33;SV
146940;146931;"Bădeuţi";"Oraş Milişăuţi";18;1;BADEUTI;"ORAS MILISAUTI";2;1;727361;33;SV
146959;146931;Gara;"Oraş Milişăuţi";19;1;GARA;"ORAS MILISAUTI";2;1;727362;33;SV
146968;151442;"Iaslovăţ";"Iaslovăţ";22;3;IASLOVAT;IASLOVAT;3;1;727320;33;SV
146977;146931;Lunca;"Oraş Milişăuţi";19;1;LUNCA;"ORAS MILISAUTI";2;1;727363;33;SV
146986;146931;"Milişăuţi";"Oraş Milişăuţi";17;1;MILISAUTI;"ORAS MILISAUTI";2;1;727360;33;SV
146334;146325;"Mitocu Dragomirnei";"Mitocu Dragomirnei";22;3;"MITOCU DRAGOMIRNEI";"MITOCU DRAGOMIRNEI";3;1;727365;33;SV
146343;146325;Dragomirna;"Mitocu Dragomirnei";23;3;DRAGOMIRNA;"MITOCU DRAGOMIRNEI";3;1;727366;33;SV
146352;146325;Lipoveni;"Mitocu Dragomirnei";23;3;LIPOVENI;"MITOCU DRAGOMIRNEI";3;1;727367;33;SV
146361;146325;"Mitocaşi";"Mitocu Dragomirnei";23;3;MITOCASI;"MITOCU DRAGOMIRNEI";3;1;727368;33;SV
149423;149414;"Moara Nica";Moara;22;3;"MOARA NICA";MOARA;3;1;727377;33;SV
149432;149414;Bulai;Moara;23;3;BULAI;MOARA;3;1;727371;33;SV
149441;149414;Frumoasa;Moara;23;3;FRUMOASA;MOARA;3;1;727372;33;SV
149450;149414;"Groapa Vlădichii";Moara;23;3;"GROAPA VLADICHII";MOARA;3;1;727373;33;SV
149469;149414;Liteni;Moara;23;3;LITENI;MOARA;3;1;727374;33;SV
149478;149414;"Moara Carp";Moara;23;3;"MOARA CARP";MOARA;3;1;727376;33;SV
149487;149414;"Vornicenii Mari";Moara;23;3;"VORNICENII MARI";MOARA;3;1;727377;33;SV
149496;149414;"Vornicenii Mici";Moara;23;3;"VORNICENII MICI";MOARA;3;1;727378;33;SV
149511;149502;"Moldova-Suliţa";"Moldova-Suliţa";22;3;MOLDOVA-SULITA;MOLDOVA-SULITA;3;1;727380;33;SV
149520;149502;Benia;"Moldova-Suliţa";23;3;BENIA;MOLDOVA-SULITA;3;1;727381;33;SV
149548;149539;"Moldoviţa";"Moldoviţa";22;3;MOLDOVITA;MOLDOVITA;3;1;727385;33;SV
149557;149539;Argel;"Moldoviţa";23;3;ARGEL;MOLDOVITA;3;1;727386;33;SV
149566;149539;"Demacuşa";"Moldoviţa";23;3;DEMACUSA;MOLDOVITA;3;1;727387;33;SV
149575;149539;"Raşca";"Moldoviţa";23;3;RASCA;MOLDOVITA;3;1;727388;33;SV
149593;149584;"Baineţ";"Muşeniţa";22;3;BAINET;MUSENITA;3;1;727391;33;SV
149600;149584;"Bănceşti";"Muşeniţa";23;3;BANCESTI;MUSENITA;3;1;727392;33;SV
149619;149584;"Climăuţi";"Muşeniţa";23;3;CLIMAUTI;MUSENITA;3;1;727393;33;SV
149628;149584;"Muşeniţa";"Muşeniţa";23;3;MUSENITA;MUSENITA;3;1;727390;33;SV
149637;149584;"Văşcăuţi";"Muşeniţa";23;3;VASCAUTI;MUSENITA;3;1;727394;33;SV
149646;149584;"Vicşani";"Muşeniţa";23;3;VICSANI;MUSENITA;3;1;727396;33;SV
149664;149655;Ostra;Ostra;22;3;OSTRA;OSTRA;3;1;727400;33;SV
149673;149655;"Tărnicioara";Ostra;23;3;TARNICIOARA;OSTRA;3;1;727401;33;SV
149762;149753;"Păltinoasa";"Păltinoasa";22;3;PALTINOASA;PALTINOASA;3;1;727415;33;SV
149771;149753;"Capu Codrului";"Păltinoasa";23;3;"CAPU CODRULUI";PALTINOASA;3;1;727416;33;SV
149691;149682;Panaci;Panaci;22;3;PANACI;PANACI;3;1;727405;33;SV
149708;149682;Catrinari;Panaci;23;3;CATRINARI;PANACI;3;1;727406;33;SV
149717;149682;Coverca;Panaci;23;3;COVERCA;PANACI;3;1;727407;33;SV
149726;149682;"Drăgoiasa";Panaci;23;3;DRAGOIASA;PANACI;3;1;727408;33;SV
149735;149682;Glodu;Panaci;23;3;GLODU;PANACI;3;1;727409;33;SV
149744;149682;"Păltiniş";Panaci;23;3;PALTINIS;PANACI;3;1;727411;33;SV
149799;149780;"Pârteştii de Jos";"Pârteştii de Jos";22;3;"PARTESTII DE JOS";"PARTESTII DE JOS";3;1;727425;33;SV
149806;149780;Deleni;"Pârteştii de Jos";23;3;DELENI;"PARTESTII DE JOS";3;1;727426;33;SV
149824;149780;"Vârfu Dealului";"Pârteştii de Jos";23;3;"VARFU DEALULUI";"PARTESTII DE JOS";3;1;727428;33;SV
149815;149780;Varvata;"Pârteştii de Jos";23;3;VARVATA;"PARTESTII DE JOS";3;1;727427;33;SV
149842;149833;"Pătrăuţi";"Pătrăuţi";22;3;PATRAUTI;PATRAUTI;3;1;727420;33;SV
149860;149851;"Poiana Stampei";"Poiana Stampei";22;3;"POIANA STAMPEI";"POIANA STAMPEI";3;1;727430;33;SV
149879;149851;"Căsoi";"Poiana Stampei";23;3;CASOI;"POIANA STAMPEI";3;1;727431;33;SV
149888;149851;"Dornişoara";"Poiana Stampei";23;3;DORNISOARA;"POIANA STAMPEI";3;1;727432;33;SV
149897;149851;Pilugani;"Poiana Stampei";23;3;PILUGANI;"POIANA STAMPEI";3;1;727433;33;SV
149904;149851;"Prăleni";"Poiana Stampei";23;3;PRALENI;"POIANA STAMPEI";3;1;727434;33;SV
149913;149851;"Tătaru";"Poiana Stampei";23;3;TATARU;"POIANA STAMPEI";3;1;727436;33;SV
149922;149851;"Teşna";"Poiana Stampei";23;3;TESNA;"POIANA STAMPEI";3;1;727437;33;SV
149940;149931;Pojorâta;Pojorâta;22;3;POJORATA;POJORATA;3;1;727440;33;SV
149959;149931;"Valea Putnei";Pojorâta;23;3;"VALEA PUTNEI";POJORATA;3;1;727441;33;SV
149977;149968;"Preuteşti";"Preuteşti";22;3;PREUTESTI;PREUTESTI;3;1;727445;33;SV
149986;149968;Arghira;"Preuteşti";23;3;ARGHIRA;PREUTESTI;3;1;727446;33;SV
150007;149968;"Bahna Arin";"Preuteşti";23;3;"BAHNA ARIN";PREUTESTI;3;1;727447;33;SV
149995;149968;Basarabi;"Preuteşti";23;3;BASARABI;PREUTESTI;3;1;727448;33;SV
150016;151549;Hârtop;Hârtop;22;3;HARTOP;HARTOP;3;1;727449;33;SV
150025;149968;"Huşi";"Preuteşti";23;3;HUSI;PREUTESTI;3;1;727451;33;SV
150034;149968;"Leucuşeşti";"Preuteşti";23;3;LEUCUSESTI;PREUTESTI;3;1;727452;33;SV
150052;150043;Putna;Putna;22;3;PUTNA;PUTNA;3;1;727455;33;SV
150061;150043;"Gura Putnei";Putna;23;3;"GURA PUTNEI";PUTNA;3;1;727456;33;SV
150089;150070;"Rădăşeni";"Rădăşeni";22;3;RADASENI;RADASENI;3;1;727460;33;SV
150098;150070;"Lămăşeni";"Rădăşeni";23;3;LAMASENI;RADASENI;3;1;727461;33;SV
150105;150070;Pocoleni;"Rădăşeni";23;3;POCOLENI;RADASENI;3;1;727462;33;SV
150123;150114;"Râşca";"Râşca";22;3;RASCA;RASCA;3;1;727465;33;SV
150132;150114;Buda;"Râşca";23;3;BUDA;RASCA;3;1;727466;33;SV
150141;150114;"Dumbrăveni";"Râşca";23;3;DUMBRAVENI;RASCA;3;1;727467;33;SV
150150;150114;Jahalia;"Râşca";23;3;JAHALIA;RASCA;3;1;727468;33;SV
150169;150114;"Slătioara";"Râşca";23;3;SLATIOARA;RASCA;3;1;727469;33;SV
150187;150178;Sadova;Sadova;22;3;SADOVA;SADOVA;3;1;727470;33;SV
146389;146370;Salcea;"Oraş Salcea";17;1;SALCEA;"ORAS SALCEA";2;1;727475;33;SV
146398;146370;Mereni;"Oraş Salcea";18;1;MERENI;"ORAS SALCEA";2;1;727476;33;SV
146405;146370;Plopeni;"Oraş Salcea";18;1;PLOPENI;"ORAS SALCEA";2;1;727477;33;SV
146414;146370;Prelipca;"Oraş Salcea";19;1;PRELIPCA;"ORAS SALCEA";2;1;727478;33;SV
146423;146370;"Văratec";"Oraş Salcea";18;1;VARATEC;"ORAS SALCEA";2;1;727479;33;SV
150454;150445;"Neagra Şarului";"Şaru Dornei";22;3;"NEAGRA SARULUI";"SARU DORNEI";3;1;727517;33;SV
150463;150445;"Gura Haitii";"Şaru Dornei";23;3;"GURA HAITII";"SARU DORNEI";3;1;727516;33;SV
150472;150445;"Plaiu Şarului";"Şaru Dornei";23;3;"PLAIU SARULUI";"SARU DORNEI";3;1;727518;33;SV
150481;150445;"Sărişor";"Şaru Dornei";23;3;SARISOR;"SARU DORNEI";3;1;727519;33;SV
150490;150445;"Sărişoru Mare";"Şaru Dornei";23;3;"SARISORU MARE";"SARU DORNEI";3;1;727521;33;SV
150506;150445;"Şaru Bucovinei";"Şaru Dornei";23;3;"SARU BUCOVINEI";"SARU DORNEI";3;1;727522;33;SV
150515;150445;"Şaru Dornei";"Şaru Dornei";23;3;"SARU DORNEI";"SARU DORNEI";3;1;727515;33;SV
150203;150196;"Satu Mare";"Satu Mare";22;3;"SATU MARE";"SATU MARE";3;1;727480;33;SV
150212;150196;"Ţibeni";"Satu Mare";23;3;TIBENI;"SATU MARE";3;1;727481;33;SV
146441;146432;"Şcheia";"Şcheia";22;3;SCHEIA;SCHEIA;3;1;727525;33;SV
146450;146432;Florinta;"Şcheia";23;3;FLORINTA;SCHEIA;3;1;727526;33;SV
146469;146432;Mihoveni;"Şcheia";23;3;MIHOVENI;SCHEIA;3;1;727527;33;SV
146478;146432;"Sfântu Ilie";"Şcheia";23;3;"SFANTU ILIE";SCHEIA;3;1;727528;33;SV
146487;146432;"Trei Movile";"Şcheia";23;3;"TREI MOVILE";SCHEIA;3;1;727529;33;SV
150230;150221;Siminicea;Siminicea;22;3;SIMINICEA;SIMINICEA;3;1;727485;33;SV
150249;150221;"Grigoreşti";Siminicea;23;3;GRIGORESTI;SIMINICEA;3;1;727486;33;SV
150267;150258;Slatina;Slatina;22;3;SLATINA;SLATINA;3;1;727490;33;SV
150276;150258;"Găineşti";Slatina;23;3;GAINESTI;SLATINA;3;1;727491;33;SV
150285;150258;Herla;Slatina;23;3;HERLA;SLATINA;3;1;727492;33;SV
150301;150294;Straja;Straja;22;3;STRAJA;STRAJA;3;1;727495;33;SV
150329;150310;"Stroieşti";"Stroieşti";22;3;STROIESTI;STROIESTI;3;1;727500;33;SV
150338;150310;Vâlcelele;"Stroieşti";23;3;VALCELELE;STROIESTI;3;1;727501;33;SV
150347;150310;"Zahareşti";"Stroieşti";23;3;ZAHARESTI;STROIESTI;3;1;727502;33;SV
150365;150356;Stulpicani;Stulpicani;22;3;STULPICANI;STULPICANI;3;1;727505;33;SV
150374;150356;Gemenea;Stulpicani;23;3;GEMENEA;STULPICANI;3;1;727506;33;SV
150383;150356;Negrileasa;Stulpicani;23;3;NEGRILEASA;STULPICANI;3;1;727507;33;SV
150392;150356;"Slătioara";Stulpicani;23;3;SLATIOARA;STULPICANI;3;1;727508;33;SV
150409;150356;"Vadu Negrilesei";Stulpicani;23;3;"VADU NEGRILESEI";STULPICANI;3;1;727509;33;SV
150427;150418;"Suceviţa";"Suceviţa";22;3;SUCEVITA;SUCEVITA;3;1;727510;33;SV
150436;150418;Voievodeasa;"Suceviţa";23;3;VOIEVODEASA;SUCEVITA;3;1;727511;33;SV
150533;150524;"Todireşti";"Todireşti";22;3;TODIRESTI;TODIRESTI;3;1;727530;33;SV
150542;150524;Costâna;"Todireşti";23;3;COSTANA;TODIRESTI;3;1;727531;33;SV
150551;150524;"Părhăuţi";"Todireşti";23;3;PARHAUTI;TODIRESTI;3;1;727532;33;SV
150560;150524;"Sârghieşti";"Todireşti";23;3;SARGHIESTI;TODIRESTI;3;1;727533;33;SV
150579;150524;"Soloneţ";"Todireşti";23;3;SOLONET;TODIRESTI;3;1;727534;33;SV
150597;150588;"Udeşti";"Udeşti";22;3;UDESTI;UDESTI;3;1;727535;33;SV
150604;150588;"Chilişeni";"Udeşti";23;3;CHILISENI;UDESTI;3;1;727536;33;SV
150613;150588;"Luncuşoara";"Udeşti";23;3;LUNCUSOARA;UDESTI;3;1;727537;33;SV
150622;150588;"Mănăstioara";"Udeşti";23;3;MANASTIOARA;UDESTI;3;1;727538;33;SV
150631;150588;"Plăvălari";"Udeşti";23;3;PLAVALARI;UDESTI;3;1;727539;33;SV
150640;150588;Poieni-Suceava;"Udeşti";23;3;POIENI-SUCEAVA;UDESTI;3;1;727541;33;SV
150659;150588;Racova;"Udeşti";23;3;RACOVA;UDESTI;3;1;727542;33;SV
150668;150588;Reuseni;"Udeşti";23;3;REUSENI;UDESTI;3;1;727543;33;SV
150677;150588;"Ruşii-Mănăstioara";"Udeşti";23;3;RUSII-MANASTIOARA;UDESTI;3;1;727544;33;SV
150686;150588;Securiceni;"Udeşti";23;3;SECURICENI;UDESTI;3;1;727546;33;SV
150695;150588;"Ştirbăţ";"Udeşti";23;3;STIRBAT;UDESTI;3;1;727547;33;SV
150711;150702;Ulma;Ulma;22;3;ULMA;ULMA;3;1;727555;33;SV
150720;150702;Costileva;Ulma;23;3;COSTILEVA;ULMA;3;1;727556;33;SV
150739;150702;Lupcina;Ulma;23;3;LUPCINA;ULMA;3;1;727557;33;SV
150748;150702;"Măgura";Ulma;23;3;MAGURA;ULMA;3;1;727558;33;SV
150757;150702;Nisipitu;Ulma;23;3;NISIPITU;ULMA;3;1;727559;33;SV
150775;150766;"Vadu Moldovei";"Vadu Moldovei";22;3;"VADU MOLDOVEI";"VADU MOLDOVEI";3;1;727560;33;SV
150784;150766;"Cămârzani";"Vadu Moldovei";23;3;CAMARZANI;"VADU MOLDOVEI";3;1;727561;33;SV
150793;150766;"Ciumuleşti";"Vadu Moldovei";23;3;CIUMULESTI;"VADU MOLDOVEI";3;1;727562;33;SV
150800;151488;"Cotu Băii";"Fântâna Mare";23;3;"COTU BAII";"FANTANA MARE";3;1;727563;33;SV
150819;150766;"Dumbrăviţa";"Vadu Moldovei";23;3;DUMBRAVITA;"VADU MOLDOVEI";3;1;727564;33;SV
150828;151488;"Fântâna Mare";"Fântâna Mare";22;3;"FANTANA MARE";"FANTANA MARE";3;1;727566;33;SV
150837;150766;Ioneasa;"Vadu Moldovei";23;3;IONEASA;"VADU MOLDOVEI";3;1;727567;33;SV
150846;150766;Mesteceni;"Vadu Moldovei";23;3;MESTECENI;"VADU MOLDOVEI";3;1;727568;33;SV
150855;150766;Movileni;"Vadu Moldovei";23;3;MOVILENI;"VADU MOLDOVEI";3;1;727569;33;SV
150864;150766;"Nigoteşti";"Vadu Moldovei";23;3;NIGOTESTI;"VADU MOLDOVEI";3;1;727571;33;SV
150873;151488;Praxia;"Fântâna Mare";23;3;PRAXIA;"FANTANA MARE";3;1;727572;33;SV
150882;151488;"Spătăreşti";"Fântâna Mare";23;3;SPATARESTI;"FANTANA MARE";3;1;727573;33;SV
150908;150891;"Valea Moldovei";"Valea Moldovei";22;3;"VALEA MOLDOVEI";"VALEA MOLDOVEI";3;1;727580;33;SV
150917;151503;"Capu Câmpului";"Capu Câmpului";22;3;"CAPU CAMPULUI";"CAPU CAMPULUI";3;1;727585;33;SV
150926;150891;Mironu;"Valea Moldovei";23;3;MIRONU;"VALEA MOLDOVEI";3;1;727581;33;SV
150944;150935;Vama;Vama;22;3;VAMA;VAMA;3;1;727590;33;SV
150953;150935;Molid;Vama;23;3;MOLID;VAMA;3;1;727591;33;SV
150962;150935;"Prisaca Dornei";Vama;23;3;"PRISACA DORNEI";VAMA;3;1;727592;33;SV
150971;150935;Strâmtura;Vama;23;3;STRAMTURA;VAMA;3;1;727593;33;SV
150999;150980;"Vatra Moldoviţei";"Vatra Moldoviţei";22;3;"VATRA MOLDOVITEI";"VATRA MOLDOVITEI";3;1;727595;33;SV
151004;150980;Ciumârna;"Vatra Moldoviţei";23;3;CIUMARNA;"VATRA MOLDOVITEI";3;1;727596;33;SV
151013;150980;Paltinu;"Vatra Moldoviţei";23;3;PALTINU;"VATRA MOLDOVITEI";3;1;727597;33;SV
151031;151022;"Vereşti";"Vereşti";22;3;VERESTI;VERESTI;3;1;727600;33;SV
151040;151022;Bursuceni;"Vereşti";23;3;BURSUCENI;VERESTI;3;1;727601;33;SV
151059;151022;"Corocăieşti";"Vereşti";23;3;COROCAIESTI;VERESTI;3;1;727602;33;SV
151068;151022;Hancea;"Vereşti";23;3;HANCEA;VERESTI;3;1;727603;33;SV
151086;151077;"Vicovu de Jos";"Vicovu de Jos";22;3;"VICOVU DE JOS";"VICOVU DE JOS";3;1;727605;33;SV
151102;151095;"Vicovu de Sus";"Oraş Vicovu de Sus";17;1;"VICOVU DE SUS";"ORAS VICOVU DE SUS";2;1;727610;33;SV
151111;151095;"Bivolăria";"Oraş Vicovu de Sus";18;1;BIVOLARIA;"ORAS VICOVU DE SUS";2;1;727611;33;SV
151139;151120;"Volovăţ";"Volovăţ";22;3;VOLOVAT;VOLOVAT;3;1;727615;33;SV
151148;151521;Burla;Burla;22;3;BURLA;BURLA;3;1;727616;33;SV
151166;151157;"Pleşeşti";"Vultureşti";22;3;PLESESTI;VULTURESTI;3;1;727627;33;SV
151175;151157;"Giurgeşti";"Vultureşti";23;3;GIURGESTI;VULTURESTI;3;1;727621;33;SV
151184;151157;"Hreaţca";"Vultureşti";23;3;HREATCA;VULTURESTI;3;1;727622;33;SV
151193;151157;Jacota;"Vultureşti";23;3;JACOTA;VULTURESTI;3;1;727623;33;SV
151200;151157;"Mereşti";"Vultureşti";23;3;MERESTI;VULTURESTI;3;1;727624;33;SV
151219;151157;Osoi;"Vultureşti";23;3;OSOI;VULTURESTI;3;1;727626;33;SV
151228;151157;"Valea Glodului";"Vultureşti";23;3;"VALEA GLODULUI";VULTURESTI;3;1;727628;33;SV
151237;151157;"Vultureşti";"Vultureşti";23;3;VULTURESTI;VULTURESTI;3;1;727620;33;SV
151255;151246;Zamostea;Zamostea;22;3;ZAMOSTEA;ZAMOSTEA;3;1;727630;33;SV
151264;151246;Badragi;Zamostea;23;3;BADRAGI;ZAMOSTEA;3;1;727631;33;SV
151273;151246;Ciomârtan;Zamostea;23;3;CIOMARTAN;ZAMOSTEA;3;1;727632;33;SV
151282;151246;"Cojocăreni";Zamostea;23;3;COJOCARENI;ZAMOSTEA;3;1;727633;33;SV
151291;151246;Corpaci;Zamostea;23;3;CORPACI;ZAMOSTEA;3;1;727634;33;SV
151308;151246;Lunca;Zamostea;23;3;LUNCA;ZAMOSTEA;3;1;727636;33;SV
151317;151246;Nicani;Zamostea;23;3;NICANI;ZAMOSTEA;3;1;727637;33;SV
151326;151246;"Răuţeni";Zamostea;23;3;RAUTENI;ZAMOSTEA;3;1;727638;33;SV
151335;151246;"Tăuteşti";Zamostea;23;3;TAUTESTI;ZAMOSTEA;3;1;727639;33;SV
151353;151344;"Zvoriştea";"Zvoriştea";22;3;ZVORISTEA;ZVORISTEA;3;1;727640;33;SV
151362;151344;Buda;"Zvoriştea";23;3;BUDA;ZVORISTEA;3;1;727641;33;SV
151371;151344;Dealu;"Zvoriştea";23;3;DEALU;ZVORISTEA;3;1;727642;33;SV
151380;151344;Poiana;"Zvoriştea";23;3;POIANA;ZVORISTEA;3;1;727643;33;SV
151399;151344;"Şerbăneşti";"Zvoriştea";23;3;SERBANESTI;ZVORISTEA;3;1;727648;33;SV
151406;151344;Slobozia;"Zvoriştea";23;3;SLOBOZIA;ZVORISTEA;3;1;727644;33;SV
151415;151344;Stânca;"Zvoriştea";23;3;STANCA;ZVORISTEA;3;1;727646;33;SV
151424;151344;"Stâncuţa";"Zvoriştea";23;3;STANCUTA;ZVORISTEA;3;1;727647;33;SV
151889;151870;"Rosiori de Vede";"Municipiul Roşiori de Vede";9;1;"ROSIORI DE VEDE";"MUNICIPIUL ROSIORI DE VEDE";4;3;145100;34;TR
151692;151683;"Turnu Măgurele";"Municipiul Turnu Magurele";9;1;"TURNU MAGURELE";"MUNICIPIUL TURNU MAGURELE";4;3;145200;34;TR
151914;151905;Videle;"Oraş Videle";17;1;VIDELE;"ORAS VIDELE";2;3;145300;34;TR
151923;151905;"Coşoaia";"Oraş Videle";19;1;COSOAIA;"ORAS VIDELE";2;3;145301;34;TR
151987;151978;Zimnicea;"Oraş Zimnicea";17;1;ZIMNICEA;"ORAS ZIMNICEA";2;3;145400;34;TR
152047;152038;"Băbăiţa";"Băbăiţa";22;3;BABAITA;BABAITA;3;3;147010;34;TR
152056;155127;"Clăniţa";"Frăsinet";23;3;CLANITA;FRASINET;3;3;147011;34;TR
152065;155127;"Frăsinet";"Frăsinet";22;3;FRASINET;FRASINET;3;3;147012;34;TR
152074;152038;"Merişani";"Băbăiţa";23;3;MERISANI;BABAITA;3;3;147013;34;TR
152001;151996;Balaci;Balaci;22;3;BALACI;BALACI;3;3;147005;34;TR
152010;151996;Burdeni;Balaci;23;3;BURDENI;BALACI;3;3;147006;34;TR
152029;151996;Tecuci;Balaci;23;3;TECUCI;BALACI;3;3;147007;34;TR
152092;152083;"Blejeşti";"Blejeşti";22;3;BLEJESTI;BLEJESTI;3;3;147015;34;TR
152109;152083;Baciu;"Blejeşti";23;3;BACIU;BLEJESTI;3;3;147016;34;TR
152118;152083;Sericu;"Blejeşti";23;3;SERICU;BLEJESTI;3;3;147017;34;TR
152136;152127;Bogdana;Bogdana;22;3;BOGDANA;BOGDANA;3;3;147020;34;TR
152145;152127;"Broşteanca";Bogdana;23;3;BROSTEANCA;BOGDANA;3;3;147021;34;TR
152154;152127;Ulmeni;Bogdana;23;3;ULMENI;BOGDANA;3;3;147022;34;TR
152163;152127;Urluiu;Bogdana;23;3;URLUIU;BOGDANA;3;3;147023;34;TR
152181;152172;Botoroaga;Botoroaga;22;3;BOTOROAGA;BOTOROAGA;3;3;147025;34;TR
152190;152172;"Călugaru";Botoroaga;23;3;CALUGARU;BOTOROAGA;3;3;147026;34;TR
152207;152172;Târnava;Botoroaga;23;3;TARNAVA;BOTOROAGA;3;3;147027;34;TR
152216;152172;Tunari;Botoroaga;23;3;TUNARI;BOTOROAGA;3;3;147028;34;TR
152225;152172;"Valea Cireşului";Botoroaga;23;3;"VALEA CIRESULUI";BOTOROAGA;3;3;147029;34;TR
152243;152234;Bragadiru;Bragadiru;22;3;BRAGADIRU;BRAGADIRU;3;3;147030;34;TR
152261;152252;Brânceni;Brânceni;22;3;BRANCENI;BRANCENI;3;3;147035;34;TR
152289;152270;Bujoreni;Bujoreni;22;3;BUJORENI;BUJORENI;3;3;147040;34;TR
152298;152270;"Dărvaş";Bujoreni;23;3;DARVAS;BUJORENI;3;3;147041;34;TR
152305;152270;Prunaru;Bujoreni;23;3;PRUNARU;BUJORENI;3;3;147042;34;TR
152323;152314;Bujoru;Bujoru;22;3;BUJORU;BUJORU;3;3;147045;34;TR
152341;152332;Buzescu;Buzescu;22;3;BUZESCU;BUZESCU;3;3;147050;34;TR
152369;152350;"Călineşti";"Călineşti";22;3;CALINESTI;CALINESTI;3;3;147055;34;TR
152378;152350;"Antoneşti";"Călineşti";23;3;ANTONESTI;CALINESTI;3;3;147056;34;TR
152387;152350;"Copăceanca";"Călineşti";23;3;COPACEANCA;CALINESTI;3;3;147057;34;TR
152396;152350;Licuriciu;"Călineşti";23;3;LICURICIU;CALINESTI;3;3;147058;34;TR
152403;152350;"Mariţa";"Călineşti";23;3;MARITA;CALINESTI;3;3;147059;34;TR
152421;152412;"Călmăţuiu";"Călmăţuiu";22;3;CALMATUIU;CALMATUIU;3;3;147060;34;TR
152430;152412;Bujoru;"Călmăţuiu";23;3;BUJORU;CALMATUIU;3;3;147061;34;TR
152449;152412;"Caravaneţi";"Călmăţuiu";23;3;CARAVANETI;CALMATUIU;3;3;147062;34;TR
152458;152412;"Nicolae Bălcescu";"Călmăţuiu";23;3;"NICOLAE BALCESCU";CALMATUIU;3;3;147063;34;TR
152476;152467;"Călmăţuiu de Sus";"Călmăţuiu de Sus";22;3;"CALMATUIU DE SUS";"CALMATUIU DE SUS";3;3;147065;34;TR
152485;152467;"Băcăleşti";"Călmăţuiu de Sus";23;3;BACALESTI;"CALMATUIU DE SUS";3;3;147066;34;TR
152494;152467;"Ionaşcu";"Călmăţuiu de Sus";23;3;IONASCU;"CALMATUIU DE SUS";3;3;147067;34;TR
